63	21	116	130
150	86	102	148
42	131	127	146
3	123	119	111
245	99	124	136
165	48	111	191
242	58	110	173
113	40	106	159
81	77	116	144
209	166	109	133
112	103	110	145
142	4	115	167
138	57	81	146
37	55	123	183
239	250	122	153
65	629	102	151
82	103	122	174
32	312	122	138
139	98	116	133
15	56	118	136
316	80	97	137
143	102	117	164
121	29	91	162
138	93	128	146
52	46	125	141
77	82	107	145
81	81	104	163
145	119	127	141
240	110	90	154
232	138	108	167
10	193	114	147
116	55	101	121
92	38	122	146
115	55	118	156
135	185	115	215
86	98	84	124
70	127	129	152
106	88	113	136
128	4	104	160
81	98	107	152
154	145	89	171
209	92	113	159
81	109	102	137
180	120	115	136
46	89	123	168
133	47	107	175
95	73	115	131
86	75	96	95
130	80	120	138
69	56	108	137
99	349	118	118
88	100	123	152
136	123	118	138
79	89	131	139
48	106	128	160
58	37	95	160
89	52	90	120
94	87	123	132
48	68	125	125
103	131	107	139
137	92	98	161
96	84	101	159
94	98	122	161
97	82	114	147
141	92	110	128
313	138	124	140
179	31	93	160
75	79	112	169
50	51	136	176
313	98	116	159
64	161	115	144
20	91	88	138
281	85	120	136
144	95	116	135
275	35	128	185
100	108	150	119
160	74	118	104
286	85	114	140
124	216	105	141
105	61	105	136
445	151	165	292
171	102	142	187
96	84	118	155
179	77	108	123
117	123	137	161
63	91	105	151
87	119	112	120
303	135	109	143
43	94	114	163
75	127	118	123
48	38	107	125
296	93	112	157
129	110	115	152
100	93	118	140
234	16	107	149
96	148	128	148
53	139	124	214
108	65	107	137
353	123	136	152
109	97	120	163
332	168	116	163
78	91	135	110
97	105	124	146
291	116	143	161
291	114	95	156
132	54	122	158
49	100	116	135
172	95	115	138
216	117	127	159
75	98	117	140
88	65	111	141
288	68	111	120
268	40	107	130
86	82	121	135
452	111	105	202
126	91	106	122
138	160	129	113
204	105	119	148
240	9	119	103
45	72	111	165
61	528	115	160
77	31	134	154
231	90	121	137
159	112	123	151
169	93	95	142
155	68	157	140
168	50	105	166
75	102	145	117
75	95	113	129
169	164	112	153
140	211	116	138
180	201	127	135
186	77	108	162
47	67	105	114
410	101	109	134
47	501	107	165
75	84	118	120
92	60	142	136
109	78	117	130
104	152	110	121
55	529	110	154
184	118	132	156
230	44	134	143
156	117	146	144
184	126	107	183
24	111	142	117
129	63	109	120
54	502	113	153
96	94	85	144
31	508	141	175
108	58	126	164
100	714	125	224
517	212	108	168
13	-1	138	179
141	106	119	118
41	580	141	178
81	140	114	158
510	234	120	146
103	95	139	144
88	60	110	157
247	79	131	152
181	79	122	160
146	135	100	124
36	547	131	202
40	546	119	171
124	24	119	130
221	111	115	179
35	534	104	178
118	146	114	146
177	91	116	155
70	84	120	128
90	53	113	134
61	62	135	153
92	173	121	141
40	532	104	188
61	83	126	129
155	96	137	148
258	99	122	159
219	116	106	144
184	41	132	201
138	155	121	148
123	99	138	120
171	99	102	142
109	109	127	118
97	127	123	162
250	111	151	184
214	42	131	180
179	125	118	146
202	140	107	140
57	128	121	128
264	700	113	165
138	105	109	135
168	84	111	178
91	87	104	167
59	87	105	152
72	118	111	158
128	115	109	169
28	103	103	143
89	81	128	121
72	17	103	153
50	47	107	145
138	64	116	154
89	91	123	133
123	105	119	161
86	120	109	145
82	77	139	122
81	89	111	121
244	221	103	148
64	102	105	143
73	108	104	143
81	54	106	129
133	102	109	130
139	283	120	141
232	144	125	139
209	103	114	177
61	37	96	136
153	67	112	138
135	73	115	113
38	61	101	131
135	140	85	146
187	80	106	194
153	104	118	107
48	66	117	129
96	112	118	143
43	104	141	221
89	46	93	109
59	100	102	133
127	56	121	149
86	134	115	149
49	48	123	166
87	92	118	134
135	93	112	161
264	144	112	119
128	113	148	144
118	151	130	148
61	113	142	148
104	6	118	149
142	72	130	165
37	92	120	128
99	94	137	135
93	96	119	146
262	122	99	134
173	127	123	135
99	12	120	130
149	88	112	108
95	33	138	156
79	150	123	142
96	138	142	145
129	71	118	128
82	87	105	105
38	108	113	132
133	100	107	159
181	110	128	118
98	25	94	161
37	-3	134	163
78	115	112	150
231	84	162	265
-4	130	133	136
153	92	111	112
37	82	109	125
81	90	94	130
116	84	125	145
123	88	137	117
132	73	132	122
182	123	135	128
113	70	103	128
79	112	102	134
97	125	106	134
89	78	118	122
131	111	85	136
379	125	117	180
301	143	94	157
5	90	127	193
89	99	112	164
20	105	101	151
212	159	108	173
104	118	124	148
223	134	116	162
139	51	123	141
147	90	114	159
149	64	134	131
61	107	109	148
72	113	103	139
415	154	110	144
197	81	104	149
12	51	93	125
19	150	118	164
87	76	128	158
116	133	91	126
15	89	108	143
89	176	143	175
227	140	114	137
144	95	121	135
155	138	115	164
17	132	138	160
67	148	112	149
77	58	108	145
153	40	115	159
93	134	117	135
279	99	117	128
112	184	121	166
168	126	120	166
302	145	112	141
578	95	138	161
183	48	102	153
66	55	107	127
86	75	115	134
85	194	100	160
112	237	134	146
60	17	120	103
144	113	136	181
108	72	116	171
209	29	116	116
107	85	127	152
91	63	110	158
46	35	120	100
47	93	128	104
85	101	123	146
77	91	104	178
136	110	131	142
41	122	112	146
134	85	116	147
86	110	115	144
100	30	95	126
92	134	105	142
187	86	96	181
184	94	98	129
413	72	119	125
23	85	118	148
135	48	126	181
86	119	117	137
35	71	106	132
52	76	111	116
129	75	107	147
80	86	139	118
247	92	116	144
17	67	96	133
30	50	130	125
73	86	117	111
192	101	115	143
147	72	103	134
58	34	119	134
162	49	112	123
27	22	124	167
63	88	123	127
141	38	116	167
62	115	111	157
222	94	129	143
92	126	106	140
184	104	119	151
73	67	131	171
206	84	111	109
251	44	119	132
25	82	121	134
27	82	114	125
52	125	103	130
145	97	116	120
137	113	121	130
112	91	115	157
117	90	104	141
70	63	125	110
46	12	111	160
63	116	119	136
126	117	139	183
81	115	114	136
74	90	134	145
47	103	154	165
297	89	141	126
202	95	108	148
50	65	118	136
65	122	107	152
85	128	121	130
63	130	121	142
378	132	122	141
27	108	131	125
65	99	119	150
86	100	92	107
76	143	135	149
127	86	117	116
73	94	118	144
90	88	132	137
208	75	97	181
148	68	132	128
148	55	113	149
83	47	92	122
320	211	107	138
66	78	136	103
116	98	156	146
175	204	97	124
162	117	85	145
79	139	129	122
392	166	98	139
162	168	104	108
-1	54	102	121
248	98	91	147
227	102	121	124
76	4	135	154
320	111	143	149
190	81	97	182
172	41	122	142
96	92	118	137
148	68	117	139
8	-9	118	113
136	97	100	146
151	105	109	150
46	90	121	143
124	87	113	147
67	42	118	146
117	67	95	130
29	47	109	109
246	12	108	140
113	129	144	126
116	20	89	149
68	78	124	119
63	93	129	182
145	101	114	100
89	133	150	133
180	92	106	164
54	61	113	142
38	87	93	128
78	63	122	141
165	134	120	121
120	133	110	143
78	37	120	146
146	52	131	112
166	124	88	128
189	104	115	164
89	27	133	135
102	83	123	146
80	39	119	125
95	26	123	142
99	86	111	126
122	104	143	120
-13	64	100	128
161	41	122	118
190	104	112	144
54	31	110	141
46	45	112	128
101	27	104	140
41	76	104	110
97	61	126	142
45	49	147	122
174	130	117	175
130	131	108	144
188	30	120	141
143	11	140	134
151	123	129	138
240	76	109	142
161	31	94	155
135	41	144	154
131	47	121	144
177	50	130	156
344	169	125	159
215	86	135	115
183	85	128	174
40	2	126	102
4	15	125	146
203	72	117	135
173	49	128	113
191	27	116	154
145	60	98	156
54	126	92	138
34	37	120	130
163	97	109	151
24	98	126	151
31	85	112	118
83	97	118	160
64	15	108	140
49	68	136	91
209	48	144	154
115	110	117	153
85	130	125	136
110	74	118	156
161	113	125	149
33	68	134	148
250	93	133	134
68	77	142	131
36	34	96	137
457	123	120	149
66	109	119	127
66	121	118	130
32	21	91	87
181	77	99	138
154	70	141	158
462	174	144	156
117	26	113	116
70	77	137	166
67	60	119	158
108	92	111	143
47	103	116	133
27	51	131	109
42	36	105	151
-4	-3	93	109
8	21	99	131
120	76	119	159
42	79	129	128
176	47	104	124
124	115	99	140
110	132	112	124
113	102	102	137
84	108	135	176
78	180	133	104
96	83	110	133
82	38	134	112
81	99	129	155
35	12	118	143
134	178	144	157
17	43	151	182
117	68	145	125
69	23	113	127
244	62	107	158
106	10	109	146
129	25	123	142
91	86	130	133
220	107	109	155
109	64	147	142
126	21	84	161
80	150	121	105
192	99	131	164
227	135	128	157
96	49	104	119
119	35	124	184
71	146	111	140
143	69	150	158
95	66	114	136
256	54	110	137
113	94	107	130
190	90	99	134
9	50	124	111
288	141	117	129
45	118	115	126
105	87	116	124
165	101	125	132
86	131	126	125
74	118	107	141
65	87	140	130
14	90	103	141
10	35	114	142
73	3	128	123
32	11	123	147
78	60	134	102
195	98	114	117
38	120	85	123
116	110	120	103
78	155	120	144
102	49	110	141
116	37	99	155
33	95	90	130
243	63	130	140
12	44	139	132
206	58	132	105
166	47	123	165
142	74	114	150
42	36	72	117
225	99	96	142
75	24	110	116
179	163	136	131
68	53	115	107
141	124	125	124
60	42	119	111
46	24	88	125
96	72	114	154
101	66	140	122
52	119	94	139
43	49	105	170
125	16	124	173
260	139	116	148
23	78	90	132
66	48	119	148
89	76	86	176
61	83	102	135
204	73	135	141
122	24	97	194
124	70	103	180
47	61	116	148
193	100	114	135
40	114	107	138
35	79	117	163
80	55	107	146
36	57	108	173
56	26	99	161
111	153	135	124
172	42	90	142
28	73	107	135
57	71	117	138
31	108	129	159
186	66	123	127
58	32	110	131
349	112	117	140
138	105	109	142
141	131	114	144
75	100	124	151
83	11	135	117
198	86	109	155
242	130	124	147
21	12	108	132
84	4	135	170
111	112	141	163
86	87	124	130
259	83	107	138
120	107	146	158
37	69	123	140
141	72	106	147
113	96	109	124
55	114	98	141
71	144	136	112
79	38	103	162
89	130	113	124
153	89	142	110
119	102	136	142
59	76	103	165
129	86	100	148
145	124	111	173
119	65	117	146
190	134	133	173
104	174	114	163
291	112	114	144
202	90	122	133
164	257	125	143
54	49	105	136
172	79	107	145
116	106	110	138
36	57	113	107
173	111	115	128
116	53	113	147
167	97	109	142
40	47	112	156
83	68	117	176
169	106	124	145
175	139	105	160
32	47	103	165
105	106	113	129
48	99	138	134
71	136	89	126
280	222	122	142
106	56	143	189
123	63	89	107
84	105	109	128
40	97	106	128
51	111	126	132
95	121	149	175
124	91	128	153
123	41	127	133
257	63	103	145
143	115	94	162
44	75	126	143
37	42	110	143
324	42	118	140
47	45	123	140
22	84	113	153
21	86	128	136
42	173	131	142
10	128	158	154
191	91	115	167
108	85	132	92
8	30	117	127
43	81	139	129
14	25	149	136
50	67	125	163
-0	59	99	158
181	98	109	139
96	69	122	116
15	60	85	101
51	48	123	146
56	102	92	151
97	73	103	159
79	105	125	128
196	81	126	180
101	149	106	140
154	148	110	146
39	114	108	133
264	73	117	169
87	75	145	151
34	38	120	161
58	98	120	150
45	58	105	133
134	42	107	133
50	84	108	151
20	56	124	130
44	57	121	172
66	110	99	127
280	135	132	114
70	114	110	138
18	72	103	132
23	49	112	140
75	18	104	154
76	117	98	130
12	46	131	123
121	30	114	129
73	101	114	151
34	85	110	144
137	39	124	111
223	129	115	188
31	94	123	140
145	89	103	139
77	52	111	110
214	181	118	134
219	75	108	123
102	42	116	150
55	30	111	122
109	89	106	140
115	133	138	163
86	92	103	146
88	89	119	124
129	41	99	127
100	109	109	122
173	169	121	127
256	96	110	150
220	70	111	150
68	103	119	139
122	80	112	135
108	61	113	158
73	65	95	137
83	48	110	137
158	139	129	129
129	73	119	149
264	172	111	123
103	166	108	124
128	86	122	151
47	74	127	144
84	127	114	123
315	123	107	110
511	171	123	142
76	79	130	126
118	84	122	155
166	86	124	129
111	132	133	143
150	45	100	169
151	63	107	195
61	12	123	109
145	5	95	127
1	14	97	125
70	89	128	136
149	150	120	147
28	83	127	146
206	140	102	118
279	59	110	139
89	114	115	141
230	104	108	153
78	88	109	112
269	87	129	124
299	70	115	175
57	92	93	129
74	8	106	119
133	45	138	139
64	39	112	133
141	96	80	146
37	52	138	113
330	79	116	151
30	9	117	158
138	51	136	180
145	74	120	147
26	33	113	145
154	76	101	153
24	64	104	119
20	58	100	152
55	23	98	131
43	62	99	136
100	76	119	195
142	88	126	150
52	99	111	144
34	57	120	113
147	96	128	142
131	169	118	149
31	114	126	112
143	78	132	124
59	78	129	144
53	44	110	149
81	53	108	99
107	57	111	131
58	95	96	152
118	100	109	152
134	59	117	165
134	78	118	161
62	46	95	100
45	68	127	134
18	48	122	153
203	60	107	172
544	171	123	146
52	55	103	126
135	86	141	144
160	111	147	141
286	126	98	135
250	90	105	148
66	108	114	140
142	39	118	127
133	28	112	144
44	79	131	126
51	122	110	155
125	109	109	97
93	84	105	138
222	103	99	116
64	125	133	141
68	105	132	138
215	111	147	199
91	98	96	145
81	87	118	125
219	64	116	129
70	34	113	125
147	133	109	149
207	141	121	128
71	102	145	135
128	119	103	159
132	98	140	154
267	65	129	147
170	123	118	193
142	114	99	149
57	106	123	173
251	102	117	147
80	91	114	146
226	271	129	115
206	78	122	152
35	57	129	158
122	84	109	147
67	13	103	147
205	55	117	130
177	129	123	143
14	85	96	123
79	39	123	117
158	120	131	140
68	91	107	126
100	58	129	125
45	114	123	145
65	106	114	159
101	98	101	126
58	29	115	161
5	11	136	151
120	97	97	122
118	123	127	133
226	136	117	146
159	60	94	138
148	81	114	154
57	83	109	112
24	89	112	145
47	87	117	122
113	89	117	157
117	117	103	127
57	98	116	141
36	136	130	169
212	126	107	132
266	71	119	121
132	32	127	180
183	36	129	114
9	51	85	158
103	129	119	123
60	-1	125	137
93	109	113	161
46	31	85	139
272	136	99	144
156	81	112	148
99	75	138	130
69	125	135	137
179	94	121	153
81	138	120	147
63	70	139	163
296	117	89	130
74	122	126	124
152	203	81	107
57	109	118	148
83	113	119	143
-3	79	114	118
95	168	100	132
142	21	109	113
272	40	142	145
253	68	105	175
164	79	91	150
67	90	107	140
196	125	120	155
32	33	96	126
280	101	122	151
26	96	138	132
134	19	139	123
-6	5	97	98
203	145	107	158
27	69	116	161
64	-9	117	120
229	121	97	102
44	105	104	155
